Location,Month,PVOUT_avg_daily,PVOUT_annual_avg_daily,GHI_annual_avg_daily,DNI_annual_avg_daily,TEMP_annual_avg
Launceston,1,5.222109317779541,4.009640216827393,4.118261814117432,4.520958423614502,12.03559684753418
Launceston,2,4.830965042114258,4.009640216827393,4.118261814117432,4.520958423614502,12.03559684753418
Launceston,3,4.419594764709473,4.009640216827393,4.118261814117432,4.520958423614502,12.03559684753418
Launceston,4,3.6540043354034424,4.009640216827393,4.118261814117432,4.520958423614502,12.03559684753418
Launceston,5,2.9712696075439453,4.009640216827393,4.118261814117432,4.520958423614502,12.03559684753418
Launceston,6,2.715205430984497,4.009640216827393,4.118261814117432,4.520958423614502,12.03559684753418
Launceston,7,2.8571009635925293,4.009640216827393,4.118261814117432,4.520958423614502,12.03559684753418
Launceston,8,3.2690820693969727,4.009640216827393,4.118261814117432,4.520958423614502,12.03559684753418
Launceston,9,3.833956718444824,4.009640216827393,4.118261814117432,4.520958423614502,12.03559684753418
Launceston,10,4.6194939613342285,4.009640216827393,4.118261814117432,4.520958423614502,12.03559684753418
Launceston,11,4.75270414352417,4.009640216827393,4.118261814117432,4.520958423614502,12.03559684753418
Launceston,12,5.008191108703613,4.009640216827393,4.118261814117432,4.520958423614502,12.03559684753418
Melbourne,1,5.0212483406066895,3.823127508163452,4.128873348236084,4.277979373931885,14.6587495803833
Melbourne,2,4.791472911834717,3.823127508163452,4.128873348236084,4.277979373931885,14.6587495803833
Melbourne,3,4.3286542892456055,3.823127508163452,4.128873348236084,4.277979373931885,14.6587495803833
Melbourne,4,3.535792589187622,3.823127508163452,4.128873348236084,4.277979373931885,14.6587495803833
Melbourne,5,2.683842658996582,3.823127508163452,4.128873348236084,4.277979373931885,14.6587495803833
Melbourne,6,2.464714765548706,3.823127508163452,4.128873348236084,4.277979373931885,14.6587495803833
Melbourne,7,2.6718530654907227,3.823127508163452,4.128873348236084,4.277979373931885,14.6587495803833
Melbourne,8,3.1061620712280273,3.823127508163452,4.128873348236084,4.277979373931885,14.6587495803833
Melbourne,9,3.735974073410034,3.823127508163452,4.128873348236084,4.277979373931885,14.6587495803833
Melbourne,10,4.342042922973633,3.823127508163452,4.128873348236084,4.277979373931885,14.6587495803833
Melbourne,11,4.432345390319824,3.823127508163452,4.128873348236084,4.277979373931885,14.6587495803833
Melbourne,12,4.813254356384277,3.823127508163452,4.128873348236084,4.277979373931885,14.6587495803833
MelbourneAirport,1,4.961593151092529,3.845785617828369,4.139966011047363,4.3055009841918945,13.869914054870605
MelbourneAirport,2,4.697571754455566,3.845785617828369,4.139966011047363,4.3055009841918945,13.869914054870605
MelbourneAirport,3,4.323511123657227,3.845785617828369,4.139966011047363,4.3055009841918945,13.869914054870605
MelbourneAirport,4,3.534532308578491,3.845785617828369,4.139966011047363,4.3055009841918945,13.869914054870605
MelbourneAirport,5,2.7934999465942383,3.845785617828369,4.139966011047363,4.3055009841918945,13.869914054870605
MelbourneAirport,6,2.5331058502197266,3.845785617828369,4.139966011047363,4.3055009841918945,13.869914054870605
MelbourneAirport,7,2.7878658771514893,3.845785617828369,4.139966011047363,4.3055009841918945,13.869914054870605
MelbourneAirport,8,3.226590871810913,3.845785617828369,4.139966011047363,4.3055009841918945,13.869914054870605
MelbourneAirport,9,3.8599870204925537,3.845785617828369,4.139966011047363,4.3055009841918945,13.869914054870605
MelbourneAirport,10,4.298958778381348,3.845785617828369,4.139966011047363,4.3055009841918945,13.869914054870605
MelbourneAirport,11,4.41272497177124,3.845785617828369,4.139966011047363,4.3055009841918945,13.869914054870605
MelbourneAirport,12,4.761322498321533,3.845785617828369,4.139966011047363,4.3055009841918945,13.869914054870605
Mildura,1,5.421392440795898,4.726729869842529,5.199461936950684,6.411465644836426,17.556982040405273
Mildura,2,5.431250095367432,4.726729869842529,5.199461936950684,6.411465644836426,17.556982040405273
Mildura,3,5.265552043914795,4.726729869842529,5.199461936950684,6.411465644836426,17.556982040405273
Mildura,4,4.681570053100586,4.726729869842529,5.199461936950684,6.411465644836426,17.556982040405273
Mildura,5,3.8740339279174805,4.726729869842529,5.199461936950684,6.411465644836426,17.556982040405273
Mildura,6,3.5077478885650635,4.726729869842529,5.199461936950684,6.411465644836426,17.556982040405273
Mildura,7,3.5304369926452637,4.726729869842529,5.199461936950684,6.411465644836426,17.556982040405273
Mildura,8,4.22911262512207,4.726729869842529,5.199461936950684,6.411465644836426,17.556982040405273
Mildura,9,4.9785332679748535,4.726729869842529,5.199461936950684,6.411465644836426,17.556982040405273
Mildura,10,5.3267502784729,4.726729869842529,5.199461936950684,6.411465644836426,17.556982040405273
Mildura,11,5.159400939941406,4.726729869842529,5.199461936950684,6.411465644836426,17.556982040405273
Mildura,12,5.35868501663208,4.726729869842529,5.199461936950684,6.411465644836426,17.556982040405273
Moree,1,4.950818061828613,4.860227108001709,5.428899765014648,6.578616619110107,19.636125564575195
Moree,2,5.053494930267334,4.860227108001709,5.428899765014648,6.578616619110107,19.636125564575195
Moree,3,5.065394878387451,4.860227108001709,5.428899765014648,6.578616619110107,19.636125564575195
Moree,4,5.02377986907959,4.860227108001709,5.428899765014648,6.578616619110107,19.636125564575195
Moree,5,4.548016548156738,4.860227108001709,5.428899765014648,6.578616619110107,19.636125564575195
Moree,6,3.9877512454986572,4.860227108001709,5.428899765014648,6.578616619110107,19.636125564575195
Moree,7,4.431942462921143,4.860227108001709,5.428899765014648,6.578616619110107,19.636125564575195
Moree,8,5.015500068664551,4.860227108001709,5.428899765014648,6.578616619110107,19.636125564575195
Moree,9,5.290844440460205,4.860227108001709,5.428899765014648,6.578616619110107,19.636125564575195
Moree,10,5.253454208374023,4.860227108001709,5.428899765014648,6.578616619110107,19.636125564575195
Moree,11,4.865873336791992,4.860227108001709,5.428899765014648,6.578616619110107,19.636125564575195
Moree,12,4.843952178955078,4.860227108001709,5.428899765014648,6.578616619110107,19.636125564575195
MountGambier,1,5.201940536499023,3.8126139640808105,4.114371299743652,4.0347137451171875,13.936624526977539
MountGambier,2,4.800618648529053,3.8126139640808105,4.114371299743652,4.0347137451171875,13.936624526977539
MountGambier,3,4.266861915588379,3.8126139640808105,4.114371299743652,4.0347137451171875,13.936624526977539
MountGambier,4,3.4024012088775635,3.8126139640808105,4.114371299743652,4.0347137451171875,13.936624526977539
MountGambier,5,2.606112003326416,3.8126139640808105,4.114371299743652,4.0347137451171875,13.936624526977539
MountGambier,6,2.4609453678131104,3.8126139640808105,4.114371299743652,4.0347137451171875,13.936624526977539
MountGambier,7,2.612969398498535,3.8126139640808105,4.114371299743652,4.0347137451171875,13.936624526977539
MountGambier,8,3.1329147815704346,3.8126139640808105,4.114371299743652,4.0347137451171875,13.936624526977539
MountGambier,9,3.6737608909606934,3.8126139640808105,4.114371299743652,4.0347137451171875,13.936624526977539
MountGambier,10,4.278079032897949,3.8126139640808105,4.114371299743652,4.0347137451171875,13.936624526977539
MountGambier,11,4.468973636627197,3.8126139640808105,4.114371299743652,4.0347137451171875,13.936624526977539
MountGambier,12,4.893070220947266,3.8126139640808105,4.114371299743652,4.0347137451171875,13.936624526977539
MountGinini,1,5.152331352233887,4.3505167961120605,4.562534332275391,5.17273473739624,9.34183406829834
MountGinini,2,4.652693271636963,4.3505167961120605,4.562534332275391,5.17273473739624,9.34183406829834
MountGinini,3,4.642997741699219,4.3505167961120605,4.562534332275391,5.17273473739624,9.34183406829834
MountGinini,4,4.0784454345703125,4.3505167961120605,4.562534332275391,5.17273473739624,9.34183406829834
MountGinini,5,3.7318320274353027,4.3505167961120605,4.562534332275391,5.17273473739624,9.34183406829834
MountGinini,6,3.1456198692321777,4.3505167961120605,4.562534332275391,5.17273473739624,9.34183406829834
MountGinini,7,3.3938393592834473,4.3505167961120605,4.562534332275391,5.17273473739624,9.34183406829834
MountGinini,8,3.9425880908966064,4.3505167961120605,4.562534332275391,5.17273473739624,9.34183406829834
MountGinini,9,4.775340557098389,4.3505167961120605,4.562534332275391,5.17273473739624,9.34183406829834
MountGinini,10,5.0326128005981445,4.3505167961120605,4.562534332275391,5.17273473739624,9.34183406829834
MountGinini,11,4.705216884613037,4.3505167961120605,4.562534332275391,5.17273473739624,9.34183406829834
MountGinini,12,4.957141399383545,4.3505167961120605,4.562534332275391,5.17273473739624,9.34183406829834
Newcastle,1,4.6967082023620605,4.324509143829346,4.671088218688965,5.158271789550781,18.241666793823242
Newcastle,2,4.530101776123047,4.324509143829346,4.671088218688965,5.158271789550781,18.241666793823242
Newcastle,3,4.522312641143799,4.324509143829346,4.671088218688965,5.158271789550781,18.241666793823242
Newcastle,4,4.043666839599609,4.324509143829346,4.671088218688965,5.158271789550781,18.241666793823242
Newcastle,5,3.899631977081299,4.324509143829346,4.671088218688965,5.158271789550781,18.241666793823242
Newcastle,6,3.123472213745117,4.324509143829346,4.671088218688965,5.158271789550781,18.241666793823242
Newcastle,7,3.853402853012085,4.324509143829346,4.671088218688965,5.158271789550781,18.241666793823242
Newcastle,8,4.496088027954102,4.324509143829346,4.671088218688965,5.158271789550781,18.241666793823242
